0.033557,0.026235,0
0.17144,0.026235,0
0.005,0.0775,0
0.1025,0.005,0
0.1025,0.0775,0
0.033557,0.12877,0.075374
0.17144,0.12877,0.075374
0.2,0.0775,0.075374
0.1025,0.15,0.075374
0.17929,0.12197,0.235
0.32071,0.12197,0.235
0.15,0.175,0.235
0.25,0.1,0.235
0.25,0.175,0.235
0.16831,0.17828,0.44501
0.25669,0.17828,0.44501
0.275,0.15,0.44501
0.2125,0.19,0.44501
