-1059.6,-1057.7,-1056.9,-1050.7,-1064.9,-1064.5,-1064.5,-1062.8,-1064.8,-1064.8,-1066.7,-1061.9,-1061.9,-1062.1,-1062.4,-1059.6,-1057.2,-1050.3,-1064.1,-1064.6,-1061.5,-1063.5,-1060.5,-1058,-1050.8,-199.68,-223.96,-195.66,-309.64,-222.44,-309.44,-322.88,-224.45,-203.8,0.20051,-106.91,12.241,2395.3,349.04,51.435,-169.75,505.06,-169.31,-44.265,-42.736,-9.3198,-4.2249,874.67,356.52,54.602,2784.9,54.08,53.899,256.38,577.41,2391.6,467.27,304.97,2376.8,421.72,6.1501,6.8946,7.3851,6.7764,8.039,6.4358,6.6853,7.0391,6.254,6.8986,6.7586
-1008.9,-1012.1,-1046.3,-1042.1,-1012.1,-1013.9,-1013.9,-1014,-1045.1,-1045.1,-1061,-1057,-1057,-1059,-1017.7,-1018.4,-1046.4,-1041.8,-1020.3,-1048,-1053,-1019.7,-1019.9,-1047.2,-1042.2,-329.83,-243.43,-455.5,-832.62,-542.75,-372.33,-385.29,-324.56,-289.47,0.17573,-1561.5,376.26,2388.3,-80.478,-491.25,-1889,-433.23,-1888.3,-334.56,-331.41,92.476,104.14,744.66,-59.388,-464.74,2515.8,-68.747,-68.929,18.898,1516.7,2391,47.828,254.05,2372.7,1177.8,15.865,8.215,8.1825,16.347,9.0948,8.555,8.0812,15.765,14.514,15.394,11.212
-1075.3,-1065,-1029.9,-1022.8,-1085.3,-1080.7,-1080.7,-1073.3,-1047.9,-1047.9,-1039.3,-1032,-1032,-1032.7,-1075.2,-1064.7,-1031.1,-1022.6,-1074.5,-1048,-1037.8,-1075.4,-1065.3,-1032.1,-1023,-277.24,-396.06,-129.05,-243.56,-131.1,-596.94,-638.97,-352.11,-321.02,0.22354,1319.8,-68.524,3568.7,1006,853.56,1227.8,2312.6,1228,380.49,381.43,-16.603,-12.077,1567.9,1007.5,824.69,5427.1,15.319,14.968,328.24,412.51,3585.1,1218.6,907.04,3561.7,93.77,2.9451,11.845,13.004,4.3512,13.56,10.656,12.097,6.1092,4.8581,6.0564,9.2956
-1031.2,-1035.3,-1070.6,-1066.1,-1033.1,-1035.5,-1035.5,-1037,-1066.5,-1066.5,-1082.3,-1079.9,-1079.9,-1080.9,-1038,-1040.3,-1070.3,-1065.7,-1040.9,-1067.7,-1073.5,-1039.8,-1041.5,-1070.8,-1066.2,-212.05,-117.23,-341.06,-553.79,-397.15,-185.81,-200.38,-191.2,-169.59,0.17516,-1618.4,258.34,1504.5,-298.4,-573.85,-1841.2,-760.54,-1840.7,-351.05,-347.84,51.468,61.269,304.88,-280.32,-545.73,776.26,-3.2405,-3.3166,32.054,1070.3,1486.4,-245.78,14.446,1475.1,911.15,11.742,4.3031,4.0841,11.932,4.8988,4.7686,3.8856,11.128,10.427,10.859,7.2264
-1023.2,-1020.6,-1021.2,-1015.8,-1030.4,-1030.1,-1030.1,-1026.8,-1031.6,-1031.6,-1035.4,-1028.6,-1028.6,-1030.7,-1029.1,-1024.7,-1022.2,-1015.5,-1031.5,-1033.9,-1030.9,-1030.9,-1026,-1023.2,-1016,-387.52,-409.16,-383.68,-697.98,-435.38,-665.06,-765.89,-431.68,-390.97,0.1981,-111.41,154.79,3515.3,589.94,117.86,-372.78,927.75,-372.18,-98.215,-95.044,31.792,40.871,1434,605.73,125.4,5204.2,-69.885,-70.228,143.39,1214,3535.6,811.34,606.8,3511.1,848.55,12.45,12.901,13.589,13.373,14.403,12.399,13.136,13.941,12.461,13.677,13.161
-1049.1,-1039.2,-1006.9,-999.96,-1060.1,-1056.2,-1056.2,-1048.3,-1025.5,-1025.5,-1018.9,-1010.2,-1010.2,-1012.4,-1051.2,-1040.3,-1008.5,-999.79,-1051.8,-1027.1,-1017.4,-1052.2,-1041.4,-1009.6,-1000.3,-412.44,-525.16,-261.01,-470.58,-282.91,-898.09,-1080.9,-491.87,-453.59,0.22041,1246.4,-14.295,4293.9,1109.9,859.77,1056.1,2456.9,1056.4,289.47,291.28,-6.3931,-0.082129,1974.6,1120.1,843.36,7023.8,-70.049,-70.512,188.85,785.69,4313.9,1378.7,1064.4,4285.6,399.04,7.1358,15.796,17.152,8.6212,17.888,14.558,16.366,10.465,8.7809,10.326,13.474
-1001.4,-998.16,-999.36,-993.85,-1009.6,-1009.1,-1009.1,-1004.9,-1011,-1011,-1016,-1007.7,-1007.7,-1011.1,-1009.2,-1003.5,-1000.7,-993.67,-1011.5,-1014.7,-1011.6,-1011.3,-1005.1,-1002,-994.13,-506.07,-537.63,-492.53,-994.22,-599.3,-956.04,-1150.8,-584.69,-510.93,0.19656,-80.94,275.88,4335.8,730,157.83,-460.99,1191,-460.11,-115.08,-111.86,61.737,75.478,1825.5,745.03,163.81,6774.1,-138.48,-138.94,43.416,1617.2,4363.5,1000.5,768.89,4331.5,1084.7,16.377,16.767,17.672,17.624,18.672,16.184,17.343,18.566,16.348,18.181,17.358
-997.67,-997.47,-1016,-1011.4,-1004.3,-1004.8,-1004.8,-1002.6,-1022.1,-1022.1,-1032.5,-1025.9,-1025.9,-1028.7,-1006.7,-1003.8,-1016.8,-1011.2,-1009.3,-1025.8,-1026.4,-1008.9,-1005.5,-1018,-1011.6,-455.36,-429.36,-505.95,-1014.6,-635,-725.91,-878.68,-483.67,-438.56,0.18561,-836.03,373.66,3461.8,382.91,-180.84,-1203.5,439.93,-1202.5,-230.9,-227.74,96.119,112.47,1366.2,404.41,-168.23,5025.8,-109.33,-109.66,62.544,1693.2,3483.1,604.18,526.83,3458.6,1243.3,17.527,13.304,13.736,18.476,14.651,13.181,13.554,18.689,16.758,18.271,15.204
-1018.3,-1012.2,-995.77,-989.57,-1028.2,-1026.4,-1026.5,-1020.4,-1012,-1012,-1011.6,-1002.6,-1002.6,-1005.9,-1023.8,-1015.8,-997.42,-989.43,-1025.8,-1014.9,-1008.4,-1025.6,-1017.1,-998.72,-989.89,-491.75,-577.47,-416.29,-802.47,-465.75,-1013.7,-1215.6,-590.4,-519.26,0.20817,624.26,112.69,4651.4,979.05,503.64,281.98,1868.4,282.68,45.028,48.361,23.531,33.362,2002.9,993.76,503.9,7413.4,-129.24,-129.72,79.668,1275.8,4680.2,1278.6,948.77,4648.4,812.5,12.739,17.733,18.912,14.017,19.825,16.758,18.4,15.415,13.446,15.14,16.746
-998.19,-995.39,-999.51,-994.01,-1006.2,-1006,-1006,-1002.1,-1010.2,-1010.2,-1016,-1007.9,-1007.9,-1011.1,-1006.1,-1000.8,-1000.7,-993.82,-1008.5,-1013.9,-1011.3,-1008.3,-1002.5,-1002,-994.28,-540.43,-564.39,-532.52,-1087.7,-653.39,-1002.4,-1203.7,-616.84,-541.46,0.19461,-203.46,292.12,4193.9,672.23,102.38,-569.12,1045.8,-568.19,-133.09,-130,63.621,82.199,1757.3,689.9,110.78,6463.6,-127.23,-127.66,81.406,1590,4219.3,934.37,731.23,4188,1101.8,16.477,16.079,16.89,17.6,17.794,15.583,16.591,18.355,16.337,17.998,16.893
